"water_year","Long_term","Region","Season","sr_BPUE"
2012,TRUE,"Suisun Marsh","Summer",10337.8606988845
2013,TRUE,"Confluence","Fall",8475.58911268785
2013,TRUE,"Confluence","Spring",7166.70277238736
2013,TRUE,"Confluence","Summer",9196.41256012148
2013,TRUE,"SouthCentral","Fall",20920.2034956685
2013,TRUE,"SouthCentral","Spring",11713.0351160406
2013,TRUE,"SouthCentral","Summer",9975.06622243415
2013,TRUE,"Suisun Bay","Fall",8376.65141576364
2013,TRUE,"Suisun Bay","Spring",7286.29015370677
2013,TRUE,"Suisun Bay","Summer",8489.42760359088
2013,TRUE,"Suisun Marsh","Fall",5367.51794379077
2013,TRUE,"Suisun Marsh","Spring",8878.76129967512
2013,TRUE,"Suisun Marsh","Summer",5917.06901064334
2014,TRUE,"Confluence","Fall",13130.1018847223
2014,TRUE,"Confluence","Spring",5064.94996127543
2014,TRUE,"Confluence","Summer",15309.5117302204
2014,TRUE,"SouthCentral","Fall",20128.9971749476
2014,TRUE,"SouthCentral","Spring",4742.23128666667
2014,TRUE,"SouthCentral","Summer",17487.1709647542
2014,TRUE,"Suisun Bay","Fall",4736.74428314114
2014,TRUE,"Suisun Bay","Spring",6719.4725990409
2014,TRUE,"Suisun Bay","Summer",7671.71366619161
2014,TRUE,"Suisun Marsh","Fall",5809.17460436283
2014,TRUE,"Suisun Marsh","Spring",9032.77433424706
2014,TRUE,"Suisun Marsh","Summer",8111.03982638775
2015,TRUE,"Confluence","Fall",14026.3019267682
2015,TRUE,"Confluence","Spring",9241.69779917962
2015,TRUE,"Confluence","Summer",12260.1843966422
2015,TRUE,"SouthCentral","Fall",19586.1137066749
2015,TRUE,"SouthCentral","Spring",19037.2139092764
2015,TRUE,"SouthCentral","Summer",18366.6031930468
2015,TRUE,"Suisun Bay","Fall",5111.76702449738
2015,TRUE,"Suisun Bay","Spring",9545.80390399996
2015,TRUE,"Suisun Bay","Summer",11431.315872218
2015,TRUE,"Suisun Marsh","Fall",7857.99642689832
2015,TRUE,"Suisun Marsh","Spring",10625.9747608025
2015,TRUE,"Suisun Marsh","Summer",13754.4775632967
2016,TRUE,"Confluence","Fall",11467.1005946969
2016,TRUE,"Confluence","Spring",7844.48505139815
2016,TRUE,"Confluence","Summer",21749.4100823913
2016,TRUE,"SouthCentral","Fall",26140.8185018422
2016,TRUE,"SouthCentral","Spring",42803.4534448875
2016,TRUE,"SouthCentral","Summer",24335.85563161
2016,TRUE,"Suisun Bay","Fall",12757.5734054781
2016,TRUE,"Suisun Bay","Spring",14700.8378947573
2016,TRUE,"Suisun Bay","Summer",20718.7793427023
2016,TRUE,"Suisun Marsh","Fall",8351.63298639746
2016,TRUE,"Suisun Marsh","Spring",11019.1926883779
2016,TRUE,"Suisun Marsh","Summer",12595.3261612663
2017,TRUE,"Confluence","Fall",13146.2673416334
2017,TRUE,"Confluence","Spring",2490.13362288017
2017,TRUE,"Confluence","Summer",30586.6839114643
2017,TRUE,"SouthCentral","Fall",16919.762175948
2017,TRUE,"SouthCentral","Spring",514.584546925503
2017,TRUE,"SouthCentral","Summer",20036.7068386283
2017,TRUE,"Suisun Bay","Fall",13803.7568764474
2017,TRUE,"Suisun Bay","Spring",15288.7399996996
2017,TRUE,"Suisun Bay","Summer",61344.7986881138
2017,TRUE,"Suisun Marsh","Fall",20456.2944803206
2017,TRUE,"Suisun Marsh","Spring",11073.1610829524
2017,TRUE,"Suisun Marsh","Summer",56062.9686762089
2018,TRUE,"Confluence","Fall",11150.3722348383
2018,TRUE,"Confluence","Spring",5081.73160896316
2018,TRUE,"Confluence","Summer",14584.4683673911
2018,TRUE,"SouthCentral","Fall",25600.4930477119
2018,TRUE,"SouthCentral","Spring",2111.36390381762
2018,TRUE,"SouthCentral","Summer",36593.9183158841
2018,TRUE,"Suisun Bay","Fall",10405.7777277459
2018,TRUE,"Suisun Bay","Spring",8272.0514268919
2018,TRUE,"Suisun Bay","Summer",13913.9223173796
2018,TRUE,"Suisun Marsh","Fall",8916.79860914471
2018,TRUE,"Suisun Marsh","Spring",10645.3233168851
2018,TRUE,"Suisun Marsh","Summer",17152.7278704466
2019,TRUE,"Confluence","Fall",10409.3826013395
2019,TRUE,"Confluence","Spring",2891.14045445303
2019,TRUE,"Confluence","Summer",12320.4846213249
2019,TRUE,"SouthCentral","Fall",4775.62931656469
2019,TRUE,"SouthCentral","Spring",491.565619510679
2019,TRUE,"SouthCentral","Summer",14228.6334683689
2019,TRUE,"Suisun Bay","Fall",13798.9895518762
2019,TRUE,"Suisun Bay","Spring",12690.0299218441
2019,TRUE,"Suisun Bay","Summer",31314.8651659002
2019,TRUE,"Suisun Marsh","Fall",11458.7567348618
2019,TRUE,"Suisun Marsh","Spring",5301.37512182766
2019,TRUE,"Suisun Marsh","Summer",13198.6307887361
2020,TRUE,"Confluence","Fall",12482.8471534233
2020,TRUE,"Confluence","Spring",2771.20716074807
2020,TRUE,"Confluence","Summer",12759.1713942332
2020,TRUE,"SouthCentral","Fall",19054.2582502175
2020,TRUE,"SouthCentral","Spring",5833.41565
2020,TRUE,"SouthCentral","Summer",19161.2857823121
2020,TRUE,"Suisun Bay","Fall",11469.1870748136
2020,TRUE,"Suisun Bay","Spring",3703.64301446304
2020,TRUE,"Suisun Bay","Summer",17050.4495901712
2020,TRUE,"Suisun Marsh","Fall",9941.20010565597
2020,TRUE,"Suisun Marsh","Spring",6324.45696834985
2020,TRUE,"Suisun Marsh","Summer",14221.6627401522
